State,District,Crop,Season,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21
KA,BANGALORE RURAL,Arecanut,Whole Year,10.812860676009892,8.0984520123839,8.02608695652174,11.138643067846608,9.25279789335089,9.801784576163161,10.15848406546081,10.845630559916275,8.928864569083448,,
KA,BELGAUM,Arecanut,Whole Year,11,8,,11,9.285714285714286,9.75,10,,8.916666666666666,,
KA,BELLARY,Arecanut,Whole Year,10.815533980582524,8.101851851851851,8.022727272727273,11.1,9,,10.181818181818182,10.857142857142858,8.928754813863929,,
KA,BENGALURU URBAN,Arecanut,Whole Year,10.81201044386423,8.097256857855362,8.026011560693641,11.137931034482758,9.25108225108225,9.801801801801801,10.159090909090908,10.845117845117844,8.927680798004987,,
KA,BIJAPUR,Arecanut,Whole Year,,,,,,,,,9,,
KA,CHAMARAJANAGAR,Arecanut,Whole Year,10.813253012048193,8.099397590361447,8.02710843373494,11.138047138047138,9.253333333333334,9.800664451827242,10.15850144092219,10.846153846153847,8.928876244665718,,
KA,CHIKBALLAPUR,Arecanut,Whole Year,10.81418918918919,8.10062893081761,8.025157232704403,11.138364779874214,9.25,9.802197802197803,10.157407407407407,10.845454545454546,8.928909952606634,,
KA,CHIKMAGALUR,Arecanut,Whole Year,10.812799182042106,5.212345679012346,5.212353607857953,11.13847243977027,5.326202052944354,5.2073869449560055,5.722189705629196,6.761690217762305,5.534108143752061,,
KA,CHITRADURGA,Arecanut,Whole Year,9.899993838190893,8.09820937480902,8.025911541359921,12.894764957264957,11.285980221058756,10.246486918770707,9.112947970333465,10.726654017488864,11.043449178420824,,
KA,DAKSHIN KANNAD,Arecanut,Whole Year,12.285889836634379,12.365111415590972,12.365101536477919,12.672003400396713,12.731404371429383,10.44946200118614,12.256201497617427,10.800893491725049,8.32094775241513,,
KA,DAVANGERE,Arecanut,Whole Year,12.681905447564194,8.09820180750955,8.025939146693863,13.157087976874216,7.187399430622602,8.815950920245399,11.350346407419824,14.523310153612234,9.31589894561687,,
KA,DHARWAD,Arecanut,Whole Year,10.8125,8.125,8,11.117647058823529,9.285714285714286,9.777777777777779,10.172413793103448,10.84375,8.930693069306932,,
KA,GADAG,Arecanut,Whole Year,10.666666666666666,,,,9.2,10,10,11,8.88888888888889,,
KA,GULBARGA,Arecanut,Whole Year,,,,,,,,,9,,
KA,HASSAN,Arecanut,Whole Year,10.81273854961832,7.212254335260115,7.212048716833406,7.816118047673099,9.25,9.801917808219178,10.158323632130385,10.845482690683928,8.928777544596013,,
KA,HAVERI,Arecanut,Whole Year,10.812658227848102,8.098489425981873,8.026161238654565,11.138682252922424,9.2523768366465,9.801988400994201,10.158356741573034,10.845546508758943,8.928850054610704,,
KA,KODAGU,Arecanut,Whole Year,10.812846068660022,8.098228243877019,8.026051070415269,11.138418079096045,9.252547149360502,9.801919720767888,10.158456843940716,10.845557278971858,8.928830697433238,,
KA,KOLAR,Arecanut,Whole Year,,,,,,,,,9,,
KA,MANDYA,Arecanut,Whole Year,10.813287514318443,8.098527746319366,8.025901942645698,11.13894523326572,9.252225519287833,9.801832760595648,10.157522123893806,10.845945945945946,8.928881650380022,,
KA,MYSORE,Arecanut,Whole Year,10.81309090909091,8.098314606741573,8.026195153896529,11.13852813852814,9.252519596864502,9.802020202020202,10.158264199106574,10.845297029702971,8.928753993610224,,
KA,RAMANAGARA,Arecanut,Whole Year,10.812875536480687,8.098241098241099,8.02558314522197,11.138147566718995,9.252754820936639,9.80184331797235,10.15814696485623,10.845580404685837,8.928768636112645,,
KA,SHIMOGA,Arecanut,Whole Year,8.583298874339535,5.360859703596045,5.360840810480644,11.127600669407657,7.4794443692081485,9.617849666983824,11.394907340379325,10.969195480417977,9.177296430004011,,
KA,TUMKUR,Arecanut,Whole Year,8.949610532846211,7.311134968296038,7.31115567487143,8.221960864525807,9.607963386727688,10.122756991848844,7.370543721973094,8.320953481497407,9.093149343584535,,
KA,UDUPI,Arecanut,Whole Year,12.281018782014797,7.786302850195867,7.786295160645247,7.875421311900441,13.939154786150713,19.21100569259962,10.221804511278195,14.122378485072785,7.469530238579619,,
KA,UTTAR KANNAD,Arecanut,Whole Year,13.973848743537333,14.082752562225476,14.082722867124986,11.138475468281365,12.686857972309067,13.206608431447018,13.305608031521563,11.899815059445178,14.082739036432283,,
